"miRNA"	"precursor"	"geomeanM"	"geomeanMN"	"geomeanP"	"geomeanPN"	"medianM"	"medianMN"	"medianP"	"medianPN"	"maxM"	"maxMN"	"maxP"	"maxPN"	"BFDR_MNminPN"	"BFDR_MNminM"	"BFDR_MminP"	"BFDR_PNminP"	"BFDR_MNminPNcorr"	"logfc_MNminPN"	"logfc_MNminM"	"logfc_MminP"	"logfc_PNminP"	"logfc_MNminPNcorr"
"hsa-miR-3690"	"hsa-mir-3690-1_2"	3.35	2.4	3.3	3.45	4	3	2.5	4	20	22	10	35	0.491039141256726	0.431797278282291	0.678517683643712	0.0134934293588074	0.17983159066827	-0.0394431748983383	-0.0175413419957768	0.0292739977923561	0.577644495203885	0.30484472260176
"hsa-miR-376a-2-5p"	"hsa-mir-376a-2"	0.59	0.77	0.51	0.92	0	1	1	1	8	3	3	4	0.478415796166431	0.275243658705984	0.572640529016102	0.399373141977869	0.632445825366224	-0.012243854119702	0.147605312403706	-0.0655482980614577	0.0475911635484279	0.0155896423941394
"hsa-miR-376a-3p"	"hsa-mir-376a-1_2"	12.8	17.4	8.36	19.3	14	20	13.5	20	129	49	58	42	0.501489396078705	0.0714988333231941	0.723999800291176	0.293428928095475	0.642430812422465	0.00888970222003706	0.339899824791987	-0.0148036328565176	0.0865787908722119	-0.0159907797121517
"hsa-miR-376a-5p"	"hsa-mir-376a-1"	10	15.1	7.67	21.8	12	15	13	24	99	78	130	141	0.457315147944332	0.256499912908246	0.656521438673894	0.242779170400003	0.625446118783553	-0.0300759095331416	0.130971599650708	-0.050148144870442	0.119456887692442	-0.00497447897907162
"hsa-miR-378d"	"hsa-mir-378d-1_2"	186	311	177	760	192	631	199.5	729	480	1399	471	1463	0.303815773534974	2.92665133322639e-06	0.756396440556674	8.59101187686699e-08	0.727123207265455	-0.0810434931024004	0.939973471921529	-0.000499271229588168	1.3266020007371	0.121698278369064
"hsa-miR-3910"	"hsa-mir-3910-1_2"	0.0600000000000001	0.02	0	0.13	0	0	0	0	2	0	1	1	0.101412713696667	0.182645391481338	0.68577797626766	0.154841818207786	0.644864414302515	-0.76063141635397	-0.384752083972161	-0.00714929600860799	0.468343418096055	0.551027008810867
"hsa-miR-3913-3p"	"hsa-mir-3913-1_2"	0.43	0.12	0.39	0.22	0	0	0	0	4	2	3	2	0.379782065134508	0.131248935979503	0.703979223876653	0.344089545098317	0.300175970976554	-0.0730699230022389	-0.516360329957772	0.0203401767101736	-0.098147369565357	0.329835896330084
"hsa-miR-3913-5p"	"hsa-mir-3913-1_2"	13	10.5	10.2	6.95	13	8	12	8	62	35	30	42	0.270082379342243	0.356173197746308	0.727111849475307	0.0485893429419909	0.60711399030552	0.115372949838576	-0.0531102335664106	0.0151103866268868	-0.334086765326379	-0.0246959999778592
"hsa-miR-4435"	"hsa-mir-4435-1_2"	1.51	0.99	1.92	0.34	1	0	2	0	12	2	21	2	0.459452511254896	0.01919981937044	0.28427605865506	5.81564792161466e-05	0.533791415746549	-0.0111711340727279	-1.08950807643228	-0.214517499915628	-1.68582243196982	-0.0389051564335852
"hsa-miR-4436b-3p"	"hsa-mir-4436b-1_2"	0.16	0.0900000000000001	0.0800000000000001	0.41	0	0	0	0	2	1	2	2	0.144096776006352	0.362607999868799	0.713068815993805	0.0734248026586204	0.693635165151307	-0.447781460529831	-0.0522172430731434	-0.00328179742979976	0.59463695119317	0.52939696709419
"hsa-miR-450a-1-3p"	"hsa-mir-450a-1"	0.15	0.16	0	0.15	0	0	0	0	3	1	4	2	0.198973539464749	0.194047478950152	0.667794225999457	0.38081815711185	0.637142855116593	-0.377628558429525	-0.394861606024829	-0.0244628516612736	-0.0480170586159775	0.316717915642968
"hsa-miR-450a-2-3p"	"hsa-mir-450a-2"	0.68	0.95	0.28	0.25	0	2	0	0	10	7	4	2	0.00110196780484386	0.0863723160909755	0.643396499830773	0.0966557137055005	0.653821068159126	1.81443940996191	0.436139826602676	0.0430156680684335	-0.489242569013258	-1.0684166147709
"hsa-miR-450a-5p"	"hsa-mir-450a-1_2"	51.1	70.6	45.6	29.3	57	127	60.5	29	404	296	196	68	2.92785595769971e-07	0.0424744022737903	0.745714517720718	0.000934881786571157	0.675920294260342	1.34639417570877	0.456723475169183	0.0051987144406307	-0.687419338597404	-1.32625963442995
"hsa-miR-4536-3p"	"hsa-mir-4536-1_2"	0.19	0.49	0.13	0.64	0	1	0	1	4	6	5	4	0.375109156964547	0.023073036461299	0.61317348683102	0.0576670778845239	0.484296652877474	0.0813547845329192	1.12839045509934	-0.0518487802089174	0.612330910726898	-0.0807324892996192
"hsa-miR-4679"	"hsa-mir-4679-1_2"	0.2	0.51	0.11	0.0600000000000001	0	1	0	0	2	5	2	1	0.000116088119889835	0.00069080027895575	0.692489137167655	0.277665767201876	0.0325630599200536	1.93733160490639	1.57512644299996	-0.015172995017166	-0.185240991548414	-1.35698260506376
"hsa-miR-486-3p"	"hsa-mir-486-2"	5.43	11.9	8.48	13.3	5	22	7.5	13	64	80	86	33	0.0252272392430959	0.00356577956601187	0.605581031741777	0.416589296868894	0.351818651911832	0.427757200281524	1.05674484341912	-0.0524027158868296	0.0378080473094915	-0.159717025551254
"hsa-miR-486-5p"	"hsa-mir-486-2"	5549	13099	6609	10799	5390	34503	6480	12615	96181	93371	129346	68476	0.000262272502911946	3.07180027009757e-05	0.332734095838759	0.139038249467066	0.0129832210178981	0.896926602321346	1.4141924043581	-0.0873201522779151	0.237335076168572	-1.02170067351516
"hsa-miR-509-3-5p"	"hsa-mir-509-3"	1.5	0.47	0.16	0.0800000000000001	0	0	0	0	339	6	42	1	0.143100095508765	0.053991162752576	0.650316296937189	0.0322903892039949	0.380921116751477	0.669788621274094	-1.37727636351339	0.0572627975131435	-1.38198498611839	0.197464555148834
"hsa-miR-509-3p"	"hsa-mir-509-1_2"	21.1	6.02	5.56	1.63	12	2	8	2	9801	46	442	9	0.058553026515413	0.000966688651593595	0.761217604427083	1.60267905400957e-05	0.162754440449715	0.750101597346278	-2.16230614152263	2.44167849312806e-06	-1.35562653085388	0.590814881319304
"hsa-miR-509-5p"	"hsa-mir-509-1_2"	1.35	0.47	0.16	0.15	0	0	0	0	332	2	51	1	0.391807731878433	0.0250076388790119	0.64319253930404	0.0915947873619798	0.223429838513227	0.0848792029861078	-2.04100043351408	0.0550453091201219	-0.985844121192791	0.559000266098189
"hsa-miR-512-3p"	"hsa-mir-512-1_2"	0.67	0.85	1.15	0.13	0	0	1.5	0	14	5	12	2	0.0754027657287648	0.41645303742784	0.172792345553898	6.80067658395637e-05	0.0562189539094404	0.867197397294805	0.00347583344384368	-0.324948684425307	-2.00583841369032	-1.07412283850567
"hsa-miR-513a-3p"	"hsa-mir-513a-1_2"	0.34	0.0700000000000001	0	0	0	0	0	0	35	0	1	0	0.342186644307948	0.0822265689887744	0.630279319449195	0.262965253090888	0.323578511974262	0.0144955645367099	-1.1561173404764	0.0499484510192283	-0.196262024042387	0.350769199372377
"hsa-miR-513a-5p"	"hsa-mir-513a-1_2"	0.95	0.38	0.26	0.11	0	0	0	0	145	3	41	1	0.25861219882903	0.0533283811464609	0.584608763435416	0.060834912822483	0.357839792588764	0.257886267766311	-1.48855476270929	0.058071282996469	-1.01044381164682	0.280649389269121
"hsa-miR-514a-3p"	"hsa-mir-514a-1_2_3"	3.93	1.19	0.71	0.28	2	0	1	0	1958	16	491	2	0.0208331042032803	0.27139396452673	0.47608845082913	0.0677326655594143	0.273383422460688	1.26925094518113	-0.696442188450893	0.117792645289148	-0.610985845675683	0.423368052396344
"hsa-miR-514a-5p"	"hsa-mir-514a-1_2_3"	0.85	0.25	0.04	0.03	0	0	0	0	159	1	34	1	0.417654133014032	0.0693468804484975	0.714936376231499	0.196110033219516	0.340081223970949	0.0458417361876821	-1.57721768822747	0.0262591282230798	-0.493015193543215	0.315047405454313
"hsa-miR-515-5p"	"hsa-mir-515-1_2"	0.23	0.24	0.26	0.03	0	0	0	0	6	1	3	1	0.412277043176412	0.136662317220031	0.506724348964581	0.00386768745117991	0.462160076113072	0.0473269106509816	-0.589403772360442	-0.0796145148549764	-1.37950477492641	-0.0524350738786284
"hsa-miR-516a-5p"	"hsa-mir-516a-1_2"	0.65	0.38	0.72	0.0800000000000001	0	0	0	0	22	19	34	1	0.0237229687962793	0.208328758619543	0.700404465753242	0.0075389958978871	0.646017642930729	2.07463444000978	0.290784552822138	0.0179717418050634	-1.76666234655591	-1.44044901655443
"hsa-miR-516b-5p"	"hsa-mir-516b-1_2"	0.26	0.57	0.36	0.0900000000000001	0	0	0	0	5	9	4	1	0.00838985781414756	0.034913085200899	0.422392612459155	0.0365515810020731	0.0370607569788736	1.49635578473055	1.02898812604444	-0.136535435733297	-0.80109935798717	-1.27824660409746
"hsa-miR-519a-3p"	"hsa-mir-519a-1_2"	0.13	0.19	0.19	0	0	0	0	0	3	4	4	0	0.167830203848758	0.218764546044421	0.540367743936257	0.031722861420534	0.166329698331841	0.648581963233284	0.329314806030356	-0.078070889450257	-1.08497075843481	-0.832389257156539
"hsa-miR-519a-5p"	"hsa-mir-519a-1"	0.03	0.12	0.0800000000000001	0	0	0	0	0	1	2	3	0	0.126231536274714	0.109229342400205	0.426543425340546	0.0839374825315561	0.21066353372938	0.681167017708155	0.736568206846064	-0.132593059731458	-0.720693025951632	-0.600978387842448
"hsa-miR-548a-3p"	"hsa-mir-548a-1_2_3"	0.8	0.77	1.13	1.79	1	1	1	2	6	4	5	6	0.191231040917873	0.347289594567955	0.637968573487778	0.0295627750087297	0.699290070020225	-0.222010138876108	0.0769376308312568	-0.0384561483610069	0.527327263280602	0.182814659740745
"hsa-miR-548a-5p"	"hsa-mir-548a-3"	0.27	0.12	0.21	0.33	0	0	0	0	2	1	2	3	0.0612716118397661	0.187292238488244	0.70079216505675	0.127316382738872	0.0611257229279077	-0.882006295425323	-0.352420471799183	0.0159655110072105	0.435163904650948	1.17074858500313
"hsa-miR-548aa"	"hsa-mir-548aa-1_2"	1.63	1.46	1.97	1.66	2	2	2	2	8	5	8	6	0.483333302278269	0.343606362497051	0.621157326311203	0.47459675307847	0.586087200118114	0.014602191225014	0.0679251369038108	-0.045943219390421	-0.00259733601550684	-0.0316643287196835
"hsa-miR-548ag"	"hsa-mir-548ag-1_2"	1.48	2.27	2.11	3.51	1	3	2	4	15	7	9	6	0.447863294858286	0.108815112198505	0.418128316418914	0.0705959112020838	0.650998408478766	-0.0330051920814236	0.343151132994677	-0.116031086200633	0.269182687253319	-0.0039145991039936
"hsa-miR-548aj-3p"	"hsa-mir-548aj-1_2"	0.1	0.27	0.13	0.0600000000000001	0	1	0	0	3	3	1	1	0.000442246542920174	0.00405404174606421	0.678673497871783	0.387907428110504	0.609172599122999	1.86527099225712	1.37257768906019	0.0216341230475644	-0.0112520239384253	-0.668484860416167
"hsa-miR-548aj-5p"	"hsa-mir-548aj-2"	4.83	5.69	4.49	8.3	5	12	4	9	29	29	19	23	0.316621287713603	0.0416282945321941	0.492292911394532	0.000175693142520417	0.539496757164462	0.0701996031145627	0.607344751876348	0.0870233423825164	0.676064264517202	0.0167366077622839
"hsa-miR-548d-3p"	"hsa-mir-548d-1_2"	0.67	0.58	0.55	0.43	0	0	0.5	0	6	3	4	2	0.466361862093876	0.141232698305553	0.718468643081062	0.167320780130199	0.475538466880368	0.00584697080039868	-0.396515529752728	0.00611733541604546	-0.31881794864921	0.0229196292394418
"hsa-miR-548d-5p"	"hsa-mir-548d-1_2"	14.7	11.4	17	17.6	14	11	14	18	68	21	85	30	0.00280339045020843	0.193202648730558	0.75743076651248	0.486599568898567	0.732498734091295	-0.437195120006104	-0.138131147143622	-0.00106689150570554	0.00358356319667605	0.257544633758826
"hsa-miR-548f-3p"	"hsa-mir-548f-1_2_3_4_5"	5.92	4.57	3.82	6.1	6	6	5	7	19	10	11	14	0.458385217454243	0.413009830659065	0.0512716708229175	0.322856781794048	0.192327130768386	-0.0280286101709844	-0.0294768130548544	0.233644253068775	0.0705364665269304	0.239605851082776
"hsa-miR-548f-5p"	"hsa-mir-548f-1"	3.96	4.1	3.7	7.11	4	9	4	8	24	28	18	22	0.494614612740199	0.416166902527681	0.400204888867727	0.000154283727873638	0.396535215511704	0.00837954861903216	0.0731495569872899	0.121466037789393	0.728897051356062	0.111799732996947
"hsa-miR-548h-3p"	"hsa-mir-548h-4"	6.28	7.96	5.15	8.79	7	16	6.5	10	21	28	13	24	0.0126742126627041	0.000526763253315895	0.47225265539312	0.0311734258373247	0.639286262828576	0.450828676064127	0.783661647627963	0.0616236538656986	0.347210513319169	-0.113933419332308
"hsa-miR-548h-5p"	"hsa-mir-548h-1_2_3_4_5"	5.68	7.55	4.72	8.65	6	14	5	9	31	32	21	25	0.004932570607965	0.00711616078171497	0.687673450445655	0.00137037110199809	0.58725168324276	0.482041761448231	0.864622922353334	0.0399865460646625	0.549287605515561	-0.0154868578133593
"hsa-miR-548i"	"hsa-mir-548i-1_2_3_4"	5.42	5.79	5.68	16.6	6	5	5	20	62	36	78	45	0.000611049466561978	0.328181940694232	0.732828973160546	0.00144973321240848	0.739820345888649	-0.976767177186062	-0.0748007647444638	-0.0123820885803257	0.656486709930069	0.808801082497419
"hsa-miR-548o-3p"	"hsa-mir-548o-2"	39.8	32.4	32.7	30.3	38	25	37	32	206	52	105	47	0.358511289987205	0.000404347358213771	0.654297374617735	0.0592431093083977	0.369925916988927	-0.0476135048871176	-0.726913558455367	0.0337344014792194	-0.23448095482355	0.110625513065345
"hsa-miR-548o-5p"	"hsa-mir-548o-2"	8.1	9.3	5.96	11.1	9	14	7.5	13	28	26	20	23	0.402490680327167	0.0826024450761616	0.574714832572186	0.0157575291134086	0.548718935592203	0.0386961915928981	0.271027196746817	0.0658064096099482	0.443307112529708	0.0152148908064268
"hsa-miR-548x-3p"	"hsa-mir-548x-2"	0.14	0.0600000000000001	0.13	0	0	0	0	0	4	1	2	0	0.260387986982349	0.157375926978264	0.630052875369498	0.0774125774730738	0.428522530396018	0.259999731573187	-0.593458830775652	0.0478788157858401	-0.729596865743446	-0.0100858319161287
"hsa-miR-550a-3-5p"	"hsa-mir-550a-3"	1.69	1.34	1.33	1.77	2	0	2	2	7	3	9	5	0.0117941427837722	0.00810396099402423	0.739478299960373	0.449567656767839	0.724798208662037	-0.800580479895789	-0.912211054290404	-0.00455773800456355	-0.0220427070094366	0.531344248213372
"hsa-miR-550a-3p"	"hsa-mir-550a-1_2_3"	21.6	18	26.8	19.9	25	17	26	20	70	64	77	37	0.491549396255538	0.169927429389311	0.671302940703782	0.0325744143274836	0.675502395536668	-0.0133445631169316	-0.171697174241906	-0.0255258134122403	-0.319793788013323	-0.00470279530215895
"hsa-miR-550a-5p"	"hsa-mir-550a-1_2"	22.3	13.1	26.5	13.5	20	8	21.5	14	151	15	93	30	0.0913237487002843	1.73399589112363e-06	0.741666265162667	0.000547843063026577	0.140573079385544	-0.347691953831937	-1.22957879310589	0.00919641775452503	-0.603457537136245	0.304193578082493
"hsa-miR-550b-3p"	"hsa-mir-550b-1_2"	0.12	0.12	0.13	0.44	0	0	0	0	2	1	4	3	0.0254850349739202	0.387005952984446	0.54874937559506	0.0730225932289002	0.682949927825233	-1.11220993645492	0.01751110038444	-0.0776675889121415	0.541715212708268	0.465845305522275
"hsa-miR-5701"	"hsa-mir-5701-1_2"	97.8	131	31.1	63.8	145	177	114.5	91	815	498	1039	363	0.216308834747311	0.395299859912493	0.740274498869713	0.24991737461927	0.609856051135304	0.160901891339796	-0.0431619609346278	0.000673685863246785	-0.181792847125646	-0.11984900167217
"hsa-miR-6511a-3p"	"hsa-mir-6511a-1_2_3_4"	5.66	4.76	4.09	5.51	6	7	4.5	5	21	16	15	13	0.483592058890285	0.457466280211413	0.688968449696423	0.208393013263103	0.471317327151646	0.0176117315160207	-0.00458619176033984	0.0383558648262656	0.0704408644412199	0.0453731008628796
"hsa-miR-6511a-5p"	"hsa-mir-6511a-1_2_3_4"	0.56	0.36	0.89	0.35	0	0	1	0	5	2	5	3	0.152672249160648	0.102194804555373	0.587426656437809	0.22504703504491	0.680291021045244	-0.385159523125679	-0.592037620931202	-0.0587602858137451	-0.210188178688767	0.270459410850961
"hsa-miR-6511b-3p"	"hsa-mir-6511b-1_2"	3.93	3.74	4.59	5.07	4	6	5	5	15	15	13	20	0.251870896620132	0.376072649603884	0.696717260477036	0.364324971790116	0.697039717960754	-0.0595159674738382	0.0554246025798791	-0.016651647070621	0.0840619613895549	0.0410626458328738
"hsa-miR-6511b-5p"	"hsa-mir-6511b-1_2"	1.8	1.05	1.99	0.88	2	0	2	1	9	3	15	6	0.255477150323493	0.00964539722881119	0.725402429548288	0.0519674621448346	0.695627286084938	-0.17204895231104	-1.01295527114796	-0.0124341790017627	-0.484097089324454	0.180009307577956
"hsa-miR-6770-3p"	"hsa-mir-6770-1_2_3"	0.71	0.84	0.84	0.72	1	1	1	1	4	4	6	4	0.476857519378339	0.27023422449681	0.256732629051913	0.345417254980829	0.494507592812361	0.00952449942959746	0.14592655908521	-0.243206083045447	-0.0857869568632189	-0.0805157715535272
"hsa-miR-6770-5p"	"hsa-mir-6770-1_2_3"	0.24	0.32	0.21	0.24	0	0	0	0	4	1	2	3	0.305027387849729	0.264006628144867	0.657801083580098	0.402646207274847	0.638565313331637	-0.172892307398506	-0.194755969645704	-0.0307362700587369	-0.0376948265416774	0.153178519129373
"hsa-miR-6859-3p"	"hsa-mir-6859-1_2"	0.0900000000000001	0.05	0.13	0.11	0	0	0	0	4	1	1	2	0.240408356537067	0.188556705379261	0.674721027724427	0.419990884151407	0.309212764767145	-0.267881267680043	-0.437861521359993	0.023242693764702	0.0399749254012742	0.368470398598227
"hsa-miR-6859-5p"	"hsa-mir-6859-1_2"	1.92	1.41	1.44	0.82	2	2	2	1	17	7	9	5	0.102341078283955	0.36514059911922	0.549973658376981	0.10472199266944	0.568596955588009	0.410399074226561	-0.06344494011823	0.0688737116702557	-0.351443358691143	-0.0414496846979123
"hsa-miR-6862-3p"	"hsa-mir-6862-1_2"	0.32	0.11	0.17	0.0600000000000001	0	0	0	0	4	3	4	1	0.234811576797773	0.186448843346027	0.555194677590661	0.23199720524276	0.459394969410117	0.31514494059322	-0.33266758739795	0.0635505071583473	-0.296532059941945	-0.0305204229316292
"hsa-miR-6862-5p"	"hsa-mir-6862-1_2"	0.27	0.14	0.35	0.22	0	0	0	0	5	1	4	2	0.120192700034149	0.226643812905594	0.385503514716482	0.257829164646056	0.660231648381065	-0.568826188719567	-0.278147706160915	-0.162013284250547	-0.202996108752662	0.376898630172505
"hsa-miR-7112-3p"	"hsa-mir-7112-1_2"	0.14	0.02	0.26	0	0	0	0	0	2	0	3	0	0.342563012283518	0.0922117468731555	0.649159192083251	0.0588438031020278	0.473508330247627	0.0144955645367099	-0.812659919292502	-0.0329131657251894	-0.850232875927981	0.0178739348361173
"hsa-miR-7-1-3p"	"hsa-mir-7-1"	37.6	34.5	45	62.2	37	28	46	66	88	103	167	102	0.000234550410043643	0.329230271304489	0.682053950093551	0.0504771050004147	0.744237621505895	-0.746712869742949	-0.0515791032244507	-0.0260342348550303	0.261514657905412	0.584581843240673
"hsa-miR-7-2-3p"	"hsa-mir-7-2"	0.0900000000000001	0.27	0.23	0.51	0	0	0	1	2	7	4	2	0.383074933326227	0.0388892111246714	0.584291341030165	0.122485797346219	0.240953955282316	0.0837883102082348	1.10517827843938	-0.064698246553379	0.418964121949523	-0.397425190313558
"hsa-miR-7-5p"	"hsa-mir-7-1_2_3"	229	51.9	274	96.5	208	7	203.5	100	2216	371	1933	327	0.000627492377691034	5.16031542373964e-06	0.72921474474746	4.92331317246262e-07	0.750151089418713	-2.32126159447961	-3.03204432501793	-0.0134346045697014	-1.24234785493205	2.06213232062697
"hsa-miR-7641"	"hsa-mir-7641-1_2"	19.8	6.95	4.48	1.71	18	3	6.5	1	432	10	365	9	0.0507717389713113	3.61646277784641e-07	0.381382560619913	5.19806203625348e-05	0.432041035614805	0.351341026438635	-2.5719536212968	0.157993646940086	-1.67881718305825	0.0807348039331463
"hsa-miR-92a-1-5p"	"hsa-mir-92a-1"	34	32.3	37.3	15.2	38	21	45	15	385	38	193	34	0.227293169346811	0.00282360083124466	0.732008630849398	4.49871643438079e-09	0.193798308398899	0.1045388048365	-0.784922867033387	-0.0101279021891586	-1.24876356323392	-0.255058609604166
"hsa-miR-92a-3p"	"hsa-mir-92a-1_2"	99499	73699	80099	40799	85963	63880	83575	39348	257934	112032	213758	55793	1.81332133187353e-05	0.00060625365098167	0.713772957402113	1.36968852845327e-09	0.656768753576444	0.531543039272117	-0.600136497716657	0.019642846984573	-0.902436713597998	-0.260067488754613
"hsa-miR-9-3p"	"hsa-mir-9-1_2_3"	1.24	0.85	1.46	3.83	1	0	1	5	59	6	31	13	1.02888093646742e-05	0.275628178137951	0.689254738607079	0.0604374026402028	0.743753089407437	-1.52718257485599	-0.161180903119704	-0.020727801044946	0.48284039574071	1.59953063258539
"hsa-miR-941"	"hsa-mir-941-1_2_3_4"	1539	1029	1749	923	1470	767	1478.5	813	14651	1411	6528	2971	0.208594258849117	1.33422923630238e-05	0.73435552826159	0.0188701815519623	0.543718051025929	-0.134954946650654	-0.918097583118383	0.0136284968657729	-0.452440272423594	0.0175620281383118
"hsa-miR-9-5p"	"hsa-mir-9-1_2_3"	51	56.3	64.9	243	47	50	45.5	287	1985	409	1636	818	2.6957030090987e-05	0.392359310516595	0.676475498467451	1.60279051172378e-06	0.752441176055438	-1.19763369538108	0.0483321020935112	-0.0293029274704876	1.74724650236327	1.55494000386302
"hsa-let-7b-3p"	"hsa-let-7b"	180	236	182	236	163	283	211.5	243	597	500	540	399	0.388277037487215	0.00135723823596296	0.673103278072548	0.250710401294072	0.436481655200198	0.033852042451053	0.520419403729745	-0.0279313990970292	0.065318131473065	-0.0609890074554613
"hsa-let-7c-3p"	"hsa-let-7c"	0.93	2.88	0.71	1.22	1	10	1	1	10	28	6	4	1.81363918923834e-07	1.56585731215882e-05	0.75226994045291	0.439091196568712	0.669929413830067	1.95175215886291	1.77669351882208	0.0229657970613718	0.021744233400268	-1.49310733947128
"hsa-let-7d-3p"	"hsa-let-7d"	510	456	479	472	479	379	480.5	472	1787	835	1378	698	0.422657194103225	0.307594771181077	0.728901965603261	0.13540193046883	0.722202042196876	-0.0301092536877888	-0.0555439900871375	-0.0144558783313619	-0.0720887606265193	0.0269745398755011
"hsa-let-7e-3p"	"hsa-let-7e"	15	17.5	15.8	19.8	17	28	17.5	21	51	95	35	57	0.307846494746941	0.0146151746547324	0.62615095967695	0.384837430546507	0.470320489446652	0.0828568366384078	0.587400560584823	-0.0409644593225432	0.0450836191501933	-0.0686389747263275
